"wa_id","mal_id","title","work_type","genre","release","score","top_place"
9206,35247,"Финальные истории (спэшлы) [Owarimonogatari Second Season]","ТВ-спэшл","приключения","c 12.08.2017 по 13.08.2017",8.7,""
9208,33185,"Железный миротворец (фильм) []","полнометражный фильм (2 эп.), 60 мин.","приключения","c 02.06.2018 по 17.11.2018",6.5,""
9209,35249,"Девушки-пони: Славное дерби [ТВ-1] []","ТВ (13 эп. + спэшлы), 25 мин.","повседневность, спорт","c 02.04.2018 по 18.06.2018",6.6,3812
9210,35251,"Кровавая ночь Сэнгоку [Кровавая ночь Сэнгоку]","ТВ (12 эп.), 25 мин.","приключения, романтика","c 03.10.2017 по 26.12.2017",5.7,4433
9211,34178,"Одиннадцать молний: Внешний код []","Web (6 эп.), 5 мин.","спорт","c 04.11.2016 по 19.08.2017",2.0,""
9212,34725,"Kaito x Ansa []","ТВ (12 эп.), 8 мин.","приключения, комедия","c 12.07.2017 по 27.09.2017",4.4,""
9214,35298,"Коидзуми любит рамэн [Ms. Koizumi Loves Ramen Noodles]","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 04.01.2018 по 22.03.2018",5.8,4446
9215,35303,"Furusato Meguri Nippon no Mukashibanashi [Hometown Visiting: Folktales from Japan]","ТВ (50 эп.), 25 мин.","приключения","c 02.04.2017 по 25.03.2018","",""
9216,35302,"Кошачья японская история [ТВ-2] []","ТВ (32 эп.), 10 мин.","комедия","c 05.04.2017 по 28.02.2018",1.5,""
9218,35255,"Относительные миры [The Relative Worlds]","Web (2 эп.), 16 мин.","приключения","c 28.04.2017 по 05.05.2017",6.1,4050
9220,32836,"Симфогир [ТВ-4] []","ТВ (13 эп.), 25 мин.","приключения","c 02.07.2017 по 01.10.2017",6.9,3186
9221,35295,"Washimo (2017) []","ТВ (44 эп.), 10 мин.","комедия","c 03.04.2017 по 14.11.2017",2.0,""
9222,35314,"Тирания вооруженных девушек OVA []","OVA (1 эп.), 25 мин.","приключения","25.11.2017",6.3,""
9223,35320,"Сакура - собирательница карт OVA []","OVA (1 эп.), 30 мин.","повседневность, романтика","13.09.2017",7.0,""
9224,"","Xuccess Heaven []","Web (24 эп.), 6 мин.","приключения","c 19.08.2015 по 25.03.2016","",""
9225,34222,"Higanjima X []","Web (12 эп.), 4 мин.","приключения","c 15.10.2016 по 25.03.2017",2.0,""
9226,34914,"Новая игра! [ТВ-2] []","ТВ (12 эп.), 25 мин.","повседневность, комедия","c 11.07.2017 по 26.09.2017",7.9,""
9227,35330,"Попсовый эпос [ТВ-1] []","ТВ (12 эп.), 25 мин.","комедия","c 07.01.2018 по 25.03.2018",6.2,4295
9228,35334,"Классикалоид [ТВ-2] [Classicaloid 2]","ТВ (25 эп.), 25 мин.","комедия, музыкальный","c 07.10.2017 по 24.03.2018",5.6,""
9229,35335,"Мусасино! []","ТВ (12 эп.), 5 мин.","повседневность, комедия","c 02.07.2022 по 17.09.2022",4.0,""
9230,35315,"Хаос; Дитя (фильм) []","короткометражный фильм, 50 мин.","приключения","17.06.2017",6.0,4272
9231,35067,"Осомацу-сан [ТВ-2] [Mr. Osomatsu 2nd Season]","ТВ (25 эп.), 25 мин.","комедия","c 03.10.2017 по 27.03.2018",7.4,2233
9232,35376,"Двуличная сестрёнка Умару [ТВ-2] []","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 08.10.2017 по 24.12.2017",7.2,2698
9233,35413,"Только сестра мне и нужна [A Sister's All You Need]","ТВ (12 эп.), 25 мин.","комедия, романтика","c 08.10.2017 по 24.12.2017",7.1,2830
9234,33192,"Robot Town Sagami 2028 []","Web (1 эп.), 9 мин.","приключения","13.04.2016",5.5,""
9235,34972,"Сумерки [Twilight]","короткометражный фильм, 55 мин.","романтика, повседневность","21.06.2019",6.8,3293
9236,33966,"Страна снов и сто спящих принцев [100 Sleeping Princes & the Kingdom of Dreams]","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 05.07.2018 по 20.09.2018",4.2,""
9237,35370,"Теннис [ТВ-9] []","ТВ (12 эп.), 2 мин.","комедия","c 12.07.2017 по 27.09.2017",6.6,""
9238,33248,"K: Seven Stories []","короткометражный фильм (6 эп.), 60 мин.","приключения, мистика","c 07.07.2018 по 01.12.2018",5.7,4299
9240,35086,"Смех под облаками (фильм) []","короткометражный фильм (3 эп.), 50 мин.","приключения","c 02.12.2017 по 01.09.2018",6.3,""
9241,34012,"Кафе из другого мира [ТВ-1] [Restaurant to Another World]","ТВ (12 эп.), 25 мин.","комедия, повседневность, фэнтези","c 04.07.2017 по 19.09.2017",7.4,2078
9242,35427,"Аниме-истории []","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 08.10.2017 по 24.12.2017",6.3,4195
9243,31456,"Код: Осознание - Страж перерождения [Code:Realize - Guardian of Rebirth]","ТВ (12 эп.), 25 мин.","приключения, романтика","c 07.10.2017 по 23.12.2017",6.0,4402
9244,31054,"Let You, Get You, Saru Get You [Ape Escape: Let Me Get You]","ТВ (76 эп.), 1 мин.","приключения, комедия","c 08.04.2002 по ??.09.2002","",""
9245,31052,"Gekijouban Saru Get You: Ougon no Pipo Helmet - Ukki Battle []","короткометражный фильм, 25 мин.","приключения, комедия","17.08.2002","",""
9246,32133,"Kemushi no Boro []","короткометражный фильм, 15 мин.","приключения","21.03.2018","",""
9248,35434,"Парни из магазинчика [Convenience Store Boy Friends]","ТВ (12 эп.), 25 мин.","повседневность, романтика","c 07.07.2017 по 29.09.2017",6.4,4106
9249,35507,"Добро пожаловать в класс превосходства [ТВ-1] [Classroom of the Elite]","ТВ (12 эп.), 25 мин.","драма, повседневность","c 12.07.2017 по 27.09.2017",8.0,860
9251,35466,"Повторная жизнь OVA [Relife OVA]","OVA (4 эп.), 25 мин.","комедия, повседневность, романтика","21.03.2018",8.5,223
9253,35503,"Девичья опера: Свет ревю [Revue Starlight]","ТВ (12 эп. + спэшлы), 25 мин.","приключения","c 13.07.2018 по 28.09.2018",6.1,4236
9254,34465,"Синий экзорцист OVA-2 []","OVA (1 эп.), 25 мин.","приключения, фэнтези","04.10.2017",6.6,""
9255,34337,"Красавчики из эпохи Сэнгоку [Ikemen Sengoku: Bromances Across Time]","ТВ (12 эп.), 4 мин.","комедия","c 12.07.2017 по 27.09.2017",4.0,""
9256,33727,"Neko no Dayan: Fushigi Gekijou []","ТВ (30 эп.), 1 мин.","комедия","c 01.10.2016 по 22.04.2017",2.0,""
9263,35557,"Страна самоцветов [Land of the Lustrous]","ТВ (12 эп.), 25 мин.","приключения, фэнтези","c 07.10.2017 по 23.12.2017",8.3,385
9264,35594,"Ylion to Callysia [Ylion and Callysia]","короткометражный фильм, 8 мин.","приключения","04.06.2017","",""
9265,32447,"Нора, принцесса и бродячая кошка [Nora, Princess, and Stray Cat]","ТВ (12 эп.), 4 мин.","комедия","c 12.07.2017 по 27.09.2017",4.9,4669
9266,35608,"Чудачество любви не помеха! (фильм) []","полнометражный фильм, 95 мин.","приключения","06.01.2018",7.6,1658
9267,34277,"Новая игра! OVA []","OVA (1 эп.), 25 мин.","повседневность, комедия","02.05.2017",7.6,""
9268,33352,"Вайолет Эвергарден []","ТВ (13 эп. + спэшл), 25 мин.","повседневность, драма","c 11.01.2018 по 05.04.2018",8.3,395
9269,34618,"Садистская смесь []","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 08.10.2017 по 24.12.2017",7.1,2828
9271,34279,"Легенда о Гранкресте [Record of Grancrest War]","ТВ (24 эп.), 25 мин.","приключения, фэнтези","c 06.01.2018 по 23.06.2018",7.2,2782
9272,35673,"В горы OVA []","OVA (1 эп.), 30 мин.","комедия, повседневность","28.10.2017",7.4,""
9273,35672,"В горы [ТВ-3] [Encouragement of Climb: Season 3]","ТВ (13 эп.), 15 мин.","комедия, повседневность","c 03.07.2018 по 25.09.2018",7.3,2529
9274,35235,"Одиноко живущая младшеклассница []","Web (10 эп.), 3 мин.","повседневность","c 10.10.2017 по 12.12.2017",7.0,2905
9275,"","Lunatan: 1 Man Nen no Himitsu []","Web (10 эп.), 3 мин.","приключения","c 05.06.2017 по 29.07.2017","",""
9276,35234,"Dekiru ka na []","Web (10 эп.), 3 мин.","приключения","c 05.06.2017 по 30.08.2017","",""
9277,35239,"Кошачьи истории ONA []","Web (10 эп.), 3 мин.","комедия, повседневность","c 05.10.2017 по 07.12.2017",2.0,""
9278,35284,"Одинокий гурман []","Web (10 эп.), 3 мин.","приключения","c 29.11.2017 по 31.08.2018","",""
9279,35113,"Africa no Salaryman []","Web (10 эп.), 3 мин.","комедия","c 05.06.2017 по 30.06.2017","",""
9280,35233,"Jingisukan no Jin-kun []","Web (10 эп.), 3 мин.","комедия","c 06.09.2017 по 08.11.2017","",""
9281,35230,"Zannen Onna Kanbu Black General-san []","Web (10 эп.), 3 мин.","приключения","c 05.06.2017 по 21.07.2017","",""
9282,35082,"Играй, эуфониум! (компиляция 2) []","полнометражный фильм, 105 мин.","повседневность, музыкальный","30.09.2017",6.9,""
9283,35678,"Играй, эуфониум! (фильм второй) []","полнометражный фильм, 100 мин.","повседневность, музыкальный","19.04.2019",7.5,2099
9284,35714,"Театр тьмы [ТВ-5] []","ТВ (13 эп.), 5 мин.","ужасы","c 03.07.2017 по 02.10.2017",6.1,""
9285,35730,"Безответственная галактика Тайлора []","ТВ (12 эп.), 4 мин.","приключения, комедия","c 11.07.2017 по 26.09.2017",3.3,""
9286,34471,"Время Ёкай (фильм четвёртый) []","полнометражный фильм, 95 мин.","приключения, фэнтези","16.12.2017","",""
9289,35739,"Колыбельные Пикотаро [Pikotaro's Lullaby La La By]","Web (9 эп.), 3 мин.","комедия","c 17.07.2017 по 27.09.2017",5.0,""
9290,35740,"Eiga Doraemon: Nobita no Takarajima [Doraemon the Movie: Nobita's Treasure Island]","полнометражный фильм, 109 мин.","приключения, комедия","03.03.2018","",""
9291,35757,"Серебряный страж [ТВ-2] [The Silver Guardian 2]","ТВ (6 эп.), 25 мин.","приключения, фэнтези","c 13.01.2018 по 17.02.2018",5.8,""
9292,35760,"Атака титанов [ТВ-3, часть 1] []","ТВ (12 эп.), 25 мин.","приключения, фэнтези, драма","c 23.07.2018 по 15.10.2018",8.3,""
9293,33899,"Семёрка идолов [ТВ-1] [Idolish 7]","ТВ (17 эп.), 25 мин.","музыкальный, повседневность","c 01.01.2018 по 19.05.2018",7.3,""
9294,34798,"Лагерь на свежем воздухе [ТВ-1] [Laid-Back Camp]","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 04.01.2018 по 22.03.2018",8.0,795
9295,35788,"Кулинарные поединки Сомы [ТВ-3, сезон 1] [Food Wars! The Third Plate]","ТВ (12 эп.), 25 мин.","комедия","c 04.10.2017 по 20.12.2017",8.1,""
9296,35480,"Karada Sagashi []","Web (10 эп.), 3 мин.","мистика, триллер","c 31.07.2017 по 31.08.2017","",""
9297,35790,"Восхождение Героя щита [ТВ-1] [The Rising of the Shield Hero]","ТВ (25 эп.), 25 мин.","приключения, фэнтези, романтика","c 09.01.2019 по 26.06.2019",7.9,956
9300,15649,"Puchimas! Petit Idolmaster (2018) []","OVA (2 эп.), 25 мин.","комедия","c 26.03.2018 по 26.11.2018","",""
9301,35639,"Просто так! []","ТВ (12 эп.), 25 мин.","романтика, повседневность","c 05.10.2017 по 28.12.2017",7.5,1798
9302,35241,"Загадочная история Коноханы []","ТВ (12 эп.), 25 мин.","повседневность, фэнтези, романтика","c 04.10.2017 по 20.12.2017",7.5,1990
